height,height_source,floors,lon,lat
13.6,estimated,1.5,12.484396822617366,41.89567129403893
8.9,estimated,1.2,12.486274508417699,41.89145516254732
6.5,estimated,2.2,12.489211761026517,41.88999245831569
6.9,estimated,1.1,12.485006636271738,41.89109426285775
6.1,estimated,1.3,12.487676182515157,41.887977572443404
13.1,estimated,2.5,12.482955558586415,41.90498374785163
14.0,estimated,1.7,12.485117022617382,41.895405594038785
6.6,estimated,1.2,12.487669921973831,41.88689575881306
4.6,estimated,1.1,12.488038321664831,41.89172531989533
16.1,estimated,1.0,12.455755586831136,41.899825119098644
6.8,estimated,1.1,12.482379099999951,41.914511144048255
6.9,estimated,1.2,12.487570816384633,41.88754376397127
9.2,estimated,1.1,12.487539183211766,41.88756448519333
6.3,estimated,1.1,12.486330999998996,41.89226289403802
6.6,estimated,1.1,12.486293199999928,41.89225319403831
6.4,estimated,1.1,12.486315033382247,41.89226487278652
5.7,estimated,1.1,12.487513872377091,41.89097118242295
12.5,estimated,1.4,12.485904193375909,41.892820690776304
8.3,estimated,1.7,12.487481525966738,41.887378701218374
5.3,estimated,1.1,12.487373756892621,41.888747752006715
3.7,estimated,1.0,12.480988199731215,41.88526026124335
6.0,estimated,1.2,12.486742084675631,41.89434892752268
4.8,estimated,1.1,12.488319080492587,41.89082708648315
4.9,estimated,1.1,12.48611655388573,41.88785792627322
4.3,estimated,1.1,12.492861881945968,41.879068408560954
15.0,estimated,1.6,12.490379399191681,41.8911383711755
4.5,estimated,1.0,12.487515032322422,41.88843655698087
8.5,estimated,2.5,12.488365157704262,41.90946382909993
5.4,estimated,1.2,12.487880142254825,41.888121100846824
5.2,estimated,1.3,12.48788175523411,41.888184085545134
5.2,estimated,1.2,12.48805489532076,41.88838401222533
5.8,estimated,1.2,12.48782629431023,41.88809053630423
5.0,estimated,1.1,12.487941955168784,41.88813494090027
4.6,estimated,1.2,12.488128820590852,41.8881057997998
4.3,estimated,1.1,12.458688490539611,41.87824785671405
11.6,estimated,1.5,12.486474193375926,41.89256159077616
7.2,estimated,1.1,12.487547175525204,41.88750291418963
4.6,estimated,1.3,12.486531239687155,41.88770043423149
5.2,estimated,1.1,12.488017769039947,41.88809374955766
6.2,estimated,1.1,12.486052084480734,41.89530723709084
4.0,estimated,1.1,12.503878528417124,41.88604097914622
8.4,estimated,1.7,12.487904608067737,41.8877273299
4.6,estimated,1.1,12.496008592009296,41.88249306162431
3.8,estimated,1.1,12.496487560660231,41.88259343191831
14.8,estimated,1.6,12.485232022617373,41.89492089403858
15.3,estimated,1.6,12.490058009841217,41.89122820996785
4.5,estimated,1.3,12.48666064815423,41.88917433895005
4.2,estimated,1.1,12.453513326545586,41.885190400813826
6.7,estimated,2.1,12.493123852985555,41.879359549165606
5.0,estimated,1.1,12.487619767148693,41.890065658353805
7.6,estimated,1.2,12.486668641703096,41.89129222556655
13.4,estimated,1.7,12.483776899373254,41.892623968433455
5.9,estimated,1.1,12.485366482117758,41.894554238859946
5.4,estimated,1.3,12.485478961598103,41.89038225204572
